become_saudi_arabia_desc;We have brought the vast majority of the Arabian peninsula under the rightful rule of the Sharifian Khilafa, so let us take it one step further and proclaim ourselves the Kings of Arabia as well, bringing us on par with foreign powers and nearby threats.;;;;;;;;;;;;;x
EVTNAME8111118_NEWS_TITLE;The Congress of Cádiz;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8111118_NEWS_LONG;The victors of the Tirruni Wars have agreed to meet at Qadis, where powers great and small will all have a voice in the negotiations, in an attempt to build a more stable and prosperous Europe. Diplomats and ambassadors from Morocco, Russia and Hannover have already begun talks at Qadis, quickly joined by the representatives of Al Andalus, France-England, Bavaria, Hungary, and even the eastern empires of Egypt and Armenia. This congress is sure to be long and contentious, but whatever its outcome, we can only hope it will lead to an enduring balance of power.;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8111118_NEWS_MEDIUM;The victors of the Tirruni Wars have agreed to meet at Qadis, where powers great and small will all have a voice in the negotiations, in an attempt to build a more stable and prosperous Europe.;;;;;;;;;;;;;x,,,,,,,
EVTDESC8111118_NEWS_SHORT;The victors of the Tirruni Wars have agreed to meet at Qadis, where powers great and small will all have a voice in the negotiations, in an attempt to build a more stable and prosperous Europe..;;;;;;;;;;;;;x,,,,,,,,
EVTNAME8111118;The Congress of Cádiz;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC8111118;The first diplomats have arrived in Qadis, and meeting have already taken place between the representatives of several great powers, as each attempts to press their claims in these talks. As one of the powers to emerge intact from the Tirruni Wars, we will have a seat and a voice in the negotiations, though it will by no means be a loud or dominant voice. If we want to see our own claims realised, then we may have to make concessions and forge alliances, or else end this congress with nothing but more bad blood. Let us proceed with caution and tact, and with the favour of Allah, we will surely emerge victorious.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME8111119;The Great Gharbian Revolt;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC8111119;Revolutionary wars break out in Gharbia!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME8111119_NEWS_TITLE;The Great Gharbian Revolt;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8111119_NEWS_LONG;The young Berber kingdoms of the new world continue their struggle for independence from Morocco, with the revolutionaries emerging victorious in a number of pitched battles. As the Tirruni Wars come to an end, however, there are fears that Morocco will be able to devote greater resources to the rebellion, and quash it once and for all.;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8111119_NEWS_MEDIUM;The young Berber kingdoms of the new world continue their struggle for independence from Morocco, with the revolutionaries emerging victorious in a number of pitched battles. As the Tirruni Wars come to an end, however, there are fears that Morocco will be able to devote greater resources to the rebellion, and quash it once and for all.;;;;;;;;;;;;;x,,,,,,,
EVTDESC8111119_NEWS_SHORT;The young Berber kingdoms of the new world continue their struggle for independence from Morocco, with the revolutionaries emerging victorious in a number of pitched battles. As the Tirruni Wars come to an end, however, there are fears that Morocco will be able to devote greater resources to the rebellion, and quash it once and for all.;;;;;;;;;;;;;x,,,,,,,,
EVTNAME8111120_NEWS_TITLE;Tirruni's Farewell;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8111120_NEWS_LONG;Tirruni was today laid to rest. His funeral was attended by tens of thousands as his coffin was paraded through Narbuna, the city he built into a metropolis, but his final resting place would be below the hard, rocky earth at the foot of the Pyrenees.;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8111120_NEWS_MEDIUM;Tirruni was today laid to rest. His funeral was attended by tens of thousands as his coffin was paraded through Narbuna, the city he built into a metropolis, but his final resting place would be below the hard, rocky earth at the foot of the Pyrenees.;;;;;;;;;;;;;x,,,,,,,
EVTDESC8111120_NEWS_SHORT;Tirruni was today laid to rest. His funeral was attended by tens of thousands as his coffin was paraded through Narbuna, the city he built into a metropolis, but his final resting place would be below the hard, rocky earth at the foot of the Pyrenees.;;;;;;;;;;;;;x,,,,,,,,
EVTNAME8111120;Tirruni's Farewell;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC8111120;Tirruni was today laid to rest. His funeral was attended by tens of thousands as his coffin was paraded through Narbuna, the city he built into a metropolis, but his final resting place would be below the hard, rocky earth at the foot of the Pyrenees.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME8111121_NEWS_TITLE;The Safi Executions;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8111121_NEWS_LONG;Dozens of prominent revolutionaries and radicals were executed by Almoravid authorities in Safi today, amongst them one Qays Tirruni, the widely-detested second son of Sahim Tirruni. The whereabouts of Hafid Tirruni, the firstborn and heir of Sahim, are as yet unknown.;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8111121_NEWS_MEDIUM;Dozens of prominent revolutionaries and radicals were executed by Almoravid authorities in Safi today, amongst them one Qays Tirruni, the widely-detested second son of Sahim Tirruni. The whereabouts of Hafid Tirruni, the firstborn and heir of Sahim, are as yet unknown.;;;;;;;;;;;;;x,,,,,,,
EVTDESC8111121_NEWS_SHORT;Dozens of prominent revolutionaries and radicals were executed by Almoravid authorities in Safi today, and amongst them was one Qays Tirruni, the widely-detested second son of Sahim Tirruni and former King of Iberia. The whereabouts of Hafid Tirruni, the firstborn and heir of Sahim, are as yet unknown.;;;;;;;;;;;;;x,,,,,,,,
EVTNAME8111121;The Safi Executions;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC8111121;Dozens of prominent revolutionaries and radicals were executed by Almoravid authorities in Safi today, amongst them one Qays Tirruni, the widely-detested second son of Sahim Tirruni. The whereabouts of Hafid Tirruni, the firstborn and heir of Sahim, are as yet unknown.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME800000;The Congress of Cádiz;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC800000;Diplomats and ambassadors have begun pouring into Qadis, and face-to-face meetings have already taken place between the representatives of several great powers, with each hoping to see their vision of a post-war world come to fruition. As one of the powers to emerge from the Tirruni Wars intact, we will have a seat and a voice in the negotiations, though it will by no means be a loud or dominant voice. If we want to see our own claims realised, then we may have to make concessions and forge alliances, or else end this congress with nothing but more bad blood. Let us proceed with caution and tact, and with the favour of Allah, we will surely emerge victorious.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME800001;Restoration of the Monarchy;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC800001;If we are going to see our claims realised by the congress, then we will have to start these negotiations as best as possible. One of the major obstacles to this, however, is the fact that Al Andalus is the only congress power that does NOT have a king. This may well prove to be a significant hurdle in furthering friendly relations with the great powers, so the question must be asked: is it time to crown a new Sultan of Al Andalus?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME800002;The Status of the Peloponnesus;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC800002;At the height of the Tirruni Wars, Berber forces stormed the Peloponnesus and managed to occupy the strategic peninsula, demanding it from the Kingdom of Greece in the consequent peace treaty. Now, however, the Tirruni Wars are over and Morocco is facing pressure from other great powers to relinquish the Peloponnese, or else face damaged relations on the world stage... so what will our decision be?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME800003;The Status of the Rhineland;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC800003;The Rhineland - largely under the control of the Rhine Confederacy - has long been heavily disputed between France and Hannover. This will undoubtedly be the source of tensions during the oncoming Congress of Cadiz, so it is best to settle the status of the Rhine Confederacy now: should we assert direct rule, or grant it autonomy?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME800004;The Status of Constantinople;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC800004;By seizing Constantinople, we have drawn the jealousy and ire of the other great powers, which is obviously not great going into the Congress of Cadiz. So let us reconsider the status of Constantinople - should we assert direct rule, or create a puppet state?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME800005;The Sultan of Al Andalus;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC800005;After weeks of hotly-contested debates and controversy, the Majlis has finally spoken: Al Andalus will have a king! The crown was offered to the widely-beloved Raed Zulfiqar, who many saw as the ideal man to lead the nation into a new era, far more befitting a crown than some autocratic Jizrunid. Zulfiqar, after some hesitation and ambivalence, accepted the crown, with his coronation scheduled a few days after the end of the Congress.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME800006;The Partition of the Tirruni Empire;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC800006;The Congress turns to the first major point of discourse: what is to be done with Tirruni's conquests? After several weeks of discussion, negotiation and settlements in the parlours and palaces of Qadis, the congress powers meet to finally decide the fate of Occitania, Provence and North Italy...;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME800007;The Vote Ends;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC800007;The vote has ended in favour of restoring the conquered territories of the Tirruni Empire to their former owners of France-England, Provence, Bavaria and the Papal States.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME800008;The Balkan Crisis;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC800008;The next topic on the agenda is the fate of the Balkan peninsula, which has descended into total chaos and carnage in recent years. Some believe that a large, dominant Serbia is critical to establishing an enduring peace in the peninsula, whilst others insist that granting the various minorities a right to sovereignty and statehood is the only way forward. What do we believe?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME800009;The Vote Ends;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC800009;The vote has ended in favour of maintaining an enlarged Serbia, with an absolute monarch installed, in the interest of establishing a stable balance of power in the Balkans. This decision has left the Kingdom of Hungary furious, however, especially since they had sacrificed hundreds of thousands of Hungarians to the war against Tirruni - on the condition that they be rewarded dominance over the Balkans, only to be double-crossed and given a few paltry provinces as compensation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME800010;The Fate of the Levant;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC800010;Next, we come to what has been the source of countless conflicts, devastating wars and brutal massacres: the Levant. A hotly-contested battleground between Armenia and Egypt for almost 400 years, tensions run high whenever this topic is brought up, with a myriad of fabricated claims and confusing promises coming together to form an impossible knot - but the Congress has taken it upon themselves to establish an enduring peace, and now it is time to finally end this heated matter once and for all;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME800011;The Vote Ends;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC800011;The vote has ended in favour of setting up new, neutral states as buffers between the ancient Armenian and Egyptian empires, to the chagrin of both. The Emirate of Syria will rule in the north, with their population largely dominated by Arabs, but ruled by a smaller Armenian caste. The Kingdom of Outremer will be set up in the south, also dominated by Arab Muslims, but here ruled by a small hereditary Christian minority. Will this truly establish peace in the Near East?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME8000013;The Vote Ends;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC8000013;The final vote has ended, with the congress powers refusing to concede northern Iberia and Qattalun to Al Andalus. The Andalusi have loudly condemned this decision, insisting that their claims to northern Iberia and Qattalun will not go forgotten, and vowing to see the entire peninsula reunited under Andalusi leadership before long. And on that sour note, the last international vote comes to an end, with the borders of Europe and the Near East redrawn, and a new balance of power established.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME8000015;The End of the Congress;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC8000015;This has been a peace fifteen years in the making, but at long last, the Congress of Cádiz comes to a close. The borders of Europe and the Near East have been redrawn, monarchy has been restored and liberalism suppressed, cultural minorities have been granted and refused their independence, tensions have been soothed in one place and inflamed elsewhere - but finally, it is at an end. The Congress of Cádiz began with a simple mission - to establish an enduring peace in Europe - but only time will tell whether this congress has truly championed peace and prosperity, or whether it's simply been yet another arena for the great powers to partition the world.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME8000016;The Closing of the Congress;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC8000016;At long last, the Congress of Cádiz has come to an end, with the borders of Europe and the Near East drastically redrawn in the interest of restoring monarchy and establishing long-term peace. The Congress was undercut by expansionist policies of several great powers, however, that has also resulted in cultural minorities been repressed and nationalist forces inflamed, which has already put a strain on the peace. Only time will tell whether the Congress of Cádiz managed to fulfill its aims, or whether it has sown the seeds for another century of war and conflict.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME8000016_NEWS_TITLE;The Closing of the Congress;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8000016_NEWS_LONG;At long last, the Congress of Cádiz has come to an end, with the borders of Europe and the Near East drastically redrawn in the interest of restoring monarchy and establishing long-term peace. The Congress was undercut by expansionist policies of several great powers, however, which has resulted in cultural minorities being repressed and nationalist tensions inflamed, already threatening the peace. Only time will tell whether the Congress of Cádiz managed to fulfill its aims, or just become another item in a long list of mistakes made thus far.;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8000016_NEWS_MEDIUM;At long last, the Congress of Cádiz has come to an end, with the borders of Europe and the Near East drastically redrawn in the interest of restoring monarchy and establishing long-term peace. The Congress was undercut by expansionist policies of several great powers, however, that has also resulted in cultural minorities been repressed and nationalist forces inflamed, already threatening the peace. Only time will tell whether the Congress of Cádiz managed to fulfill its aims, or just become another item in a long list of mistakes made thus far.;;;;;;;;;;;;;x,,,,,,,
EVTDES8000016_NEWS_SHORT;At long last, the Congress of Cádiz has come to an end, with the borders of Europe and the Near East drastically redrawn in the interest of restoring monarchy and establishing long-term peace. The Congress was undercut by expansionist policies of several great powers, however, that has also resulted in cultural minorities been repressed and nationalist forces inflamed, already threatening the peace. Only time will tell whether the Congress of Cádiz managed to fulfill its aims, or just become another item in a long list of mistakes made thus far.;;;;;;;;;;;;;x,,,,,,,,
EVTNAME8000017;Third Sultanate of Al Andalus;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME8000017_NEWS_TITLE;Third Sultanate of Al Andalus;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8000017_NEWS_LONG;The news has already sent monarchists and royalists in Iberia wild with celebration, as it is announced that Raed Zulfiqar is to become the Sultan of Al Andalus, revived by the Majlis al-Shura. A coronation is planned in a few weeks time, and it's already rumoured to be an expensive affair, with thousands of dignitaries and leaders invited to attend the ceremony.;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8000017_NEWS_MEDIUM;The news has already sent monarchists and royalists in Iberia wild with celebration, as it is announced that Raed Zulfiqar is to become the Sultan of Al Andalus. A coronation is planned in a few weeks time, and it's already rumoured to be an expensive affair, with thousands of dignitaries and leaders invited to attend the ceremony.;;;;;;;;;;;;;x,,,,,,,
EVTDES8000017_NEWS_SHORT;The news has already sent monarchists and royalists in Iberia wild with celebration, as it is announced that Raed Zulfiqar is to become the Sultan of Al Andalus. A coronation is planned in a few weeks time, and it's already rumoured to be an expensive affair, with thousands of dignitaries and leaders invited to attend the ceremony.;;;;;;;;;;;;;x,,,,,,,,
EVTNAME8000018;Tirruni Sighted!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME8000018_NEWS_TITLE;Tirruni Sighted!;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8000018_NEWS_LONG;Hafid Tirruni, eldest son of Emperor Sahim, has been sighted along the Provencal-Qattaluni border! He seemingly vanished into thin air before authorities arrived, but the farmer who reported this had served under Tirruni in the wars, and swore on his life that it was the fugitive.;;;;;;;;;;;;;x,,,,,,,,
EVTDESC8000018_NEWS_MEDIUM;Hafid Tirruni, eldest son of Emperor Sahim, has been sighted along the Provencal-Qattaluni border! He seemingly vanished into thin air before authorities arrived, but the farmer who reported this had served under Tirruni in the wars, and swore on his life that it was the fugitive.;;;;;;;;;;;;;x,,,,,,,
EVTDES8000018_NEWS_SHORT;Hafid Tirruni, eldest son of Emperor Sahim, has been sighted along the Provencal-Qattaluni border! He seemingly vanished into thin air before authorities arrived, but the farmer who reported this had served under Tirruni in the wars, and swore on his life that it was the fugitive.;;;;;;;;;;;;;x,,,,,,,,
EVTNAME36898;The Coronation of Zulfiqar;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC36898;Today our new monarch was officially crowned the Sultan of Al Andalus. Once the intricate crown was placed on Raed's head, the new Sultan gave his word that he would always put the interests of Al Andalus and the Majlis al-Shura before his own, and wear this gem-laden crown only as long as it benefited his nation. Hundreds of prime ministers, leaders, commanders, diplomats, emissaries, pioneers and celebrities had attended the extravagant and prestigious ceremony, all desperate for a glimpse of the self-made king, with tens of thousands of people cheering wildly just outside the royal palaces. There is no denying that a new era is beginning, and Al Andalus enters it with a strong, capable monarch at its head.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97620;The Death of Zulfiqar;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97620;Raed Zulfiqar, an incredibly-accomplished monarch widely-beloved by the people, has peacefully died in the quiet hours of the morning. Having led a very long life, Raed had fathered several children with many women over the years, each of whom now has wives and children of their own. The Majlis al-Shura has already drawn the order of succession into law, however, and it is announced within days that Sultan Raed is to be succeeded by his eldest son and chosen heir. Only one question remains: who exactly is the new Sultan of Al Andalus?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,
EVTNAME97621;A Liberal Sultan;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97621;Our new sultan has plenty of experience in the military, having served under his esteemed father as a commander during the Tirruni Wars. That said, his experiences on the battlefield have turned him into something of a pacifist, with the soon-to-be king having published countless editorials that vilified warfare, and promoted humane conduct in times of peace and war alike. He is also an outspoken liberal, and has delivered several speeches to the Majlis al-Shura urging the nobles to open the parliament to the lower classes of society, giving them a voice and hand in the ruling of Al Andalus. Our nation is surely in for interesting times, with this new monarch at our helm.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97622;A Conservative Sultan;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97622;Our new sultan has plenty of experience in the military, having served under his esteemed father as a commander during the Tirruni Wars. His time as a soldier has also instilled strong conservative values in him, and as a result our new Sultan is firmly in favour of avoiding destructive warfare, and maintaining a careful balance of power in Europe and North Africa. As an outspoken conservative, he is firmly against empowering the lower classes of society, but is content with the current ruling powers of the Majlis al-Shura, and has little interest in further empowering himself. Our nation is surely in for interesting times, with this new monarch at our helm.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTNAME97623;A Reactionary Sultan;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97623;Our new sultan has plenty of experience in the military, having served under his esteemed father as a commander during the Tirruni Wars. He has since devoted much of his life to helping his father climb the ranks, and was critical in convincing the Majlis al-Shura to grant him a crown, inaugurating the Third Sultanate of Al Andalus. As a result, he has become firm reactionary in Majlisi politics, and ardently believes that an absolutist sultan is the only way forward for Al Andalus. He has already delivered many speeches urging the Majlis to further empower the office of the Sultan, and is wildly opposed to any democratic sympathies within the assembly. Our nation is surely in for interesting times, with this new monarch at our helm.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME5000;The King's Cup;;;;;;;;;;x;;;
EVTDESC5000;Initially imported by foreign workers and expats, football has quickly risen to become one of the most popular sports in Iberia, though largely amongst the working classes. As the Sultan's birthday approaches, it has been suggested that a football tournament be organised in celebration, with several teams from Iberia's major cities invited to participate. Three teams would dominate the competition, however: Qadis, Majrit and Barshaluna, but the ultimate victor proved to be the capital. Although it was very short, this tournament has captured the imagination of the public, and the governement has since authorised the sporting department to turn the King' Cup into a biannual national championship.;;;;;;;;;;x;;;
EVTOPTA5000;How exciting!;;;;;;;;;;x;;;
ADUSERINT.T;The Communist Crisis;;;;;;;;;;x;;;
ADUSERINT.D;It's on the news everywhere, but the ugly head of communism has reared once more, this time seizing power through vicious and violent revolution. There are already plans in motion to oppose and topple this illegal government, and as one of the Great Powers, it is surely our place to lead the fight against this menace. We can send money to the resistance and put guns in the hands of fighters, but that may not be enough, so maybe we should directly intervene in this conflict instead...;;;;;;;;;;x;;;
EVTNAME5001;The World Cup;;;;;;;;;;x;;;
EVTDESC5001;Planning for a football tournament between competing nations is being planned, with Ibriz already selected as the host nation, and we have received an offer to send a national team to represent Al Andalus. Several other countries will be in attendance, and this could be a good opportunity to garner some international prestige, but many more European countries have already declined the offer - citing travel and time expenses as their reasoning. What do we say?;;;;;;;;;;x;;;
EVTOPTA5001;Of course we will send a team!;;;;;;;;;;x;;;
EVTOPTB5001;Ibriz? Way too far.;;;;;;;;;;x;;;
EVTNAME50015;Heartbreak at the World Cup;;;;;;;;;;x;;;
EVTDESC50015;Despite the best efforts of our national team, we were met with a string of humiliating losses at the world cup, delivering a series of mediocre performances that culminated in a 7-1 thrashing at the hands of Berber Union, who went on to win the competition comfortably.;;;;;;;;;;x;;;
EVTOPTA50015;How embarrassing...;;;;;;;;;;x;;;
EVTNAME500155;Victory at the World Cup;;;;;;;;;;x;;;
EVTDESC500155;Excellent news! Our national team delivered a series of stunning performances at the world cup in Ibriz, handily defeating the host nation, Ibriz, along with Germany, Russia, the Berber Union and New England before crushing Morocco in the finals. They return to the country as heroes!;;;;;;;;;;x;;;
EVTOPTA500155;Excellence indeed!;;;;;;;;;;x;;;
empress_of_india_NEWS_LONG;A grand announcement was made today at Fes, where it was declared that the Sultan of Morocco would also be crowning himself the Emperor of All Hindustan, now that the vast majority of the Indian subcontinent has been brought under his control. The Berber Raj is truly a force to be reckoned with, and now that the Sultan has established a veneer of legitimacy, it will only grow more powerful.;;;;;;;;;;;;;x,,,,,,,,
empress_of_india_NEWS_MEDIUM;A grand announcement was made today at Fes, where it was declared that the Sultan of Morocco would also be crowning himself the Emperor of All Hindustan, now that the vast majority of the Indian subcontinent has been brought under his control. The Berber Raj is truly a force to be reckoned with, and now that the Sultan has established a veneer of legitimacy, it will only grow more powerful.;;;;;;;;;;;;;x,,,,,,,
empress_of_india_NEWS_SHORT;A grand announcement was made today at Fes, where it was declared that the Sultan of Morocco would also be crowning himself the Emperor of All Hindustan, now that the vast majority of the Indian subcontinent has been brought under his control. The Berber Raj is truly a force to be reckoned with, and now that the Sultan has established a veneer of legitimacy, it will only grow more powerful.;;;;;;;;;;;;;x,,,,,,,,
crown_empress_of_india_title;Emperor of All Hindustan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
crown_empress_of_india_desc;Now that we have brought the vast majority of India under our control, let us declare ourselves the Emperor of All Hindustan, ensuring that our Place in the Sun will never again be challenged.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
iwakura_mission_title;Missions to the West;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
benin_modernisation_efforts_title;Modernisation Efforts;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
benin_modernisation_efforts_desc;The gulf between the northern powers and ourselves is quickly widening, and unless we act quickly and decisively, we will soon find our empire on the backfoot. We should send out modernisation missions to the great powers of Europe and North Africa, where they can foster friendly relations with them, and also report back any information that would assist us in our modernisation efforts.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
enact_muhammad_alis_reforms_title;The Reforms of Oba Eweka;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
enact_muhammad_alis_reforms_desc;A new Oba has ascended to rule the vast and glorious lands of Benin, but as a young idealist, Eweka brings disturbing notions of reform and westernisation with him. Oba Eweka has already begun reshuffling the ruling council and implementing new policies, with the young monarch announcing that it is his intention to see Benin counted amongst the modern nations of the West before his death. He is sure to meet with opposition and resistance, but if the Reforms of Eweka succeed, then Benin will undoubtedly become a power to be reckoned with.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
taifas_killed;The Garrotting of the Taifas;;;;;;;;;;x;;;
TIR1.T;The Tirruni Restoration;;;;;;;;;;x;;;
TIR1.D;With help from subsversive elements within our government, the known insurgent and revolutionary Hafid Tirruni has launched a coup all across Qattalun, with regional governors and army commanders stirring the populace into riots and revolts. Several major cities have already fallen to this usurper, including Narbuna and Saraqusta, and unless we act quickly, Barshaluna will be next...;;;;;;;;;;x;;;
TIR2.T;Tirruni's Plea;;;;;;;;;;x;;;
TIR2.D;Emissaries have just arrived in Qadis, wearing the colours of the Tirruni dynasty for the first time since 1835. They bring news from Barshaluna, where Hafid Tirruni has forced the Emir to flee and seized power for himself, backed entirely by the army and population. The Berbers are sure to respond with force, however, and so Tirruni reaches out to us with urgent pleas for monetary and military assistance. The wrath of Morocco is sure to descend on Qattalun before long, and Hafid Tirruni will need allies if he's going to retain his rightful inheritance.;;;;;;;;;;x;;;
TIR3.T;Hafid's Proclamation;;;;;;;;;;x;;;
TIR3.D;With the Andalusi backing him up, Hafid Tirruni has proclaimed that he is ready to meet any armies that the Berbers dispatch against him, vowing to see them all vanquished and annihilated in the fashion of his father, the great Emperor Sahim Tirruni. Regardless of whether Hafid actually has any of his father's tactical abilities, he has already roused fiery support from the Qattaluni populace, who yearn to return to the days where they stood at the apex of the world.;;;;;;;;;;x;;;
TIR4.T;Crisis in Iberia;;;;;;;;;;x;;;
ELS_reactionary;Islamic Revolutionary Party;Partido nationaliste;Partido Nationalist;;Partido Nacionalista;;;;;;;;;x;;;;
TIR4.D;Our influence in Iberia is being threatened, so we must decide what to do, quickly and decisively. Should we take the cautious approach and make peace with Tirruni, or assert our rights to Qattalun and declare war on the usurper?;;;;;;;;;;x;;;
TIR5.T;The Andalusi Refuse;;;;;;;;;;x;;;
TIR5.D;The Andalusi have refused to pledge their support to us, so we must decide on our next move.;;;;;;;;;;x;;;
TIR6.T;The French Reply;;;;;;;;;;x;;;
TIR6.D;We have received diplomats from Barshaluna, begging for assistance in their oncoming conflict against Morocco. Should we support this?;;;;;;;;;;x;;;
TIR7.T;Hafid's Proclamation;;;;;;;;;;x;;;
TIR7.D;With the French backing him up, Hafid Tirruni has proclaimed that he is ready to meet any armies that the Berbers dispatch against him, vowing to see them all vanquished and annihilated in the fashion of his father, the great Emperor Sahim Tirruni. Regardless of whether Hafid actually has any of his father's tactical abilities, he has already roused fiery support from the Qattaluni populace, who yearn to return to the days where they stood at the apex of the world.;;;;;;;;;;x;;;
TIR8.T;Crisis in Iberia;;;;;;;;;;x;;;
TIR8.D;Our influence in Iberia is being threatened, so we must decide what to do, quickly and decisively. Should we take the cautious approach and make peace with Tirruni, or assert our rights to Qattalun and declare war on the usurper?;;;;;;;;;;x;;;
RHN1.T;Death in Frankfurt;;;;;;;;;;x;;;
RHN1.D;Karl-Ludwig, Prince of Frankfurt and ruler of the Rhine Confederacy, has passed away at the venerable age of 67. The Prince had married into the French royal family in 1826, binding France and the Rhine closer together in matrimony and alliance, and since that day the Confederacy has been firmly within the French sphere of influence. Hannover - the dominant German state - has long been seeking a way to weaken French influence in Germany, however, and the death of Prince Karl-Luwig may well herald a time of chaos and confusion in the Rhine.;;;;;;;;;;x;;;
RHN2.T;The Rhine Crisis;;;;;;;;;;x;;;
RHN2.D;News of the death of Prince Karl-Ludwig has quickly spread across Europe, and with it, the matrimonial coalition between France and the Rhine Confederacy comes to an end. It will not be long before Hannover takes advantage of this situation, so we must reach a decision and act decisively - what is our next course of action going to be?;;;;;;;;;;x;;;
RHN3.T;Uproar in Munchen;;;;;;;;;;x;;;
